id;nom;nom_majus;cp;insee;dept;lat;long;distance
17958;La Chapelle-Urée;LA CHAPELLE UREE;50370;50124;25;48.666667;-1.15;1.54
17959;Chasseguey;CHASSEGUEY;50520;50125;25;48.65;-1.083333;1.51
17960;Chavoy;CHAVOY;50870;50126;25;48.733333;-1.333333;1.23
17961;Chef-du-Pont;CHEF DU PONT;50480;50127;25;49.383333;-1.333333;0.97
17962;Le Chefresne;LE CHEFRESNE;50410;50128;25;48.9;-1.15;1.06
17963;Cherbourg;CHERBOURG;50100;50129;25;49.65;-1.65;1.87
17964;Chérencé-le-Roussel;CHERENCE LE ROUSSEL;50520;50131;25;48.7;-1.016667;1.79
17965;Les Chéris;LES CHERIS;50220;50132;25;48.633333;-1.25;1.57
17966;Chèvreville;CHEVREVILLE;50600;50133;25;48.616667;-1.05;1.62
17967;Chevry;CHEVRY;50420;50134;25;48.966667;-1.116667;1.24
17968;Clitourps;CLITOURPS;50330;50135;25;49.65;-1.366667;1.87
17969;Coigny;COIGNY;50250;50136;25;49.316667;-1.383333;1.64
17970;La Colombe;LA COLOMBE;50800;50137;25;48.866667;-1.183333;0.94
17971;Colomby;COLOMBY;50700;50138;25;49.45;-1.483333;1.19
17972;Condé-sur-Vire;CONDE SUR VIRE;50890;50139;25;49.05;-1.033333;1.69
17973;Contrières;CONTRIERES;50660;50140;25;48.983333;-1.433333;1.23
17974;Cormeray;CORMERAY;50170;50141;25;48.55;-1.45;1.85
17975;Cosqueville;COSQUEVILLE;50330;50142;25;49.7;-1.4;2.04
17976;Coudeville-sur-Mer;COUDEVILLE SUR MER;50290;50143;25;48.883333;-1.516667;0.95
17977;Coulouvray-Boisbenâtre;COULOUVRAY BOISBENATRE;50670;50144;25;48.783333;-1.1;1.33
17978;Courcy;COURCY;50200;50145;25;49.05;-1.4;1.4
17979;Courtils;COURTILS;50220;50146;25;48.633333;-1.433333;1.76
17980;Coutances;COUTANCES;50200;50147;25;49.05;-1.433333;0.8
17981;Couville;COUVILLE;50690;50149;25;49.55;-1.683333;1.87
17982;Crasville;CRASVILLE;50630;50150;25;49.55;-1.333333;1.53
17983;Créances;CREANCES;50710;50151;25;49.2;-1.566667;1.23
17984;Les Cresnays;LES CRESNAYS;50370;50152;25;48.716667;-1.133333;1.31
17985;Cretteville;CRETTEVILLE;50250;50153;25;49.35;-1.383333;1.72
17986;La Croix-Avranchin;LA CROIX AVRANCHIN;50240;50154;25;48.55;-1.383333;1.85
17987;Crollon;CROLLON;50220;50155;25;48.583333;-1.383333;1.74
17988;Crosville-sur-Douve;CROSVILLE SUR DOUVE;50360;50156;25;49.383333;-1.483333;1.71
17989;Curey;CUREY;50170;50157;25;48.566667;-1.466667;1.79
17990;Cuves;CUVES;50670;50158;25;48.716667;-1.116667;1.29
17991;Dangy;DANGY;50750;50159;25;49.05;-1.216667;1.67
17992;Denneville;DENNEVILLE;50580;50160;25;49.316667;-1.65;1.68
17993;Le Dézert;LE DEZERT;50620;50161;25;49.2;-1.166667;0.96
17994;Digosville;DIGOSVILLE;50110;50162;25;49.633333;-1.533333;1.81
17995;Digulleville;DIGULLEVILLE;50440;50163;25;49.7;-1.866667;2.87
17996;Domjean;DOMJEAN;50420;50164;25;48.983333;-1.033333;1.69
17997;Donville-les-Bains;DONVILLE LES BAINS;50350;50165;25;48.85;-1.566667;1.23
17998;Doville;DOVILLE;50250;50166;25;49.333333;-1.533333;1.04
17999;Ducey;DUCEY;50220;50168;25;48.616667;-1.3;1.62
18000;Écausseville;ECAUSSEVILLE;50310;50169;25;49.466667;-1.366667;1.25
18001;Écoqueneauville;ECOQUENEAUVILLE;50480;50170;25;49.4;-1.283333;1.02
18002;Éculleville;ECULLEVILLE;50440;50171;25;49.683333;-1.816667;2.6
18003;Émondeville;EMONDEVILLE;50310;50172;25;49.466667;-1.333333;1.25
18004;Équilly;EQUILLY;50320;50174;25;48.833333;-1.383333;0.89
18005;Éroudeville;EROUDEVILLE;50310;50175;25;49.483333;-1.383333;1.3
18006;L'Étang-Bertrand;L ETANG BERTRAND;50260;50176;25;49.466667;-1.558333;1.25
18007;Étienville;ETIENVILLE;50360;50177;25;49.383333;-1.416667;0.97
18008;Fermanville;FERMANVILLE;50840;50178;25;49.683333;-1.45;1.98
18009;Fervaches;FERVACHES;50420;50180;25;49;-1.083333;1.42
18010;Feugères;FEUGERES;50190;50181;25;49.15;-1.316667;1.49
18011;La Feuillie;LA FEUILLIE;50190;50182;25;49.183333;-1.483333;1.66
18012;Fierville-les-Mines;FIERVILLE LES MINES;50580;50183;25;49.383333;-1.666667;1.77
18013;Flamanville;FLAMANVILLE;50340;50184;25;49.533333;-1.866667;2.87
18014;Fleury;FLEURY;50800;50185;25;48.85;-1.283333;1.2
18015;Flottemanville;FLOTTEMANVILLE;50700;50186;25;49.483333;-1.45;1.3
18016;Flottemanville-Hague;FLOTTEMANVILLE HAGUE;50690;50187;25;49.616667;-1.716667;2.05
18017;Folligny;FOLLIGNY;50320;50188;25;48.816667;-1.416667;0.95
18018;Fontenay;FONTENAY;50140;50189;25;48.616667;-1.016667;1.79
18019;Fontenay-sur-Mer;FONTENAY SUR MER;50310;50190;25;49.483333;-1.316667;1.3
18020;Foucarville;FOUCARVILLE;50480;50191;25;49.45;-1.25;1.19
18021;Fourneaux;FOURNEAUX;50420;50192;25;48.966667;-1.033333;1.69
18022;Le Fresne-Poret;LE FRESNE PORET;50850;50193;25;48.7;-0.833333;2.79
18023;Fresville;FRESVILLE;50310;50194;25;49.433333;-1.35;1.27
18024;Gathemo;GATHEMO;50150;50195;25;48.766667;-0.966667;2.06
18025;Gatteville-le-Phare;GATTEVILLE LE PHARE;50760;50196;25;49.683333;-1.283333;1.98
18026;Gavray;GAVRAY;50450;50197;25;48.916667;-1.35;0.64
18027;Geffosses;GEFFOSSES;50560;50198;25;49.133333;-1.55;1.52
18028;Genêts;GENETS;50530;50199;25;48.683333;-1.483333;1.4
18029;Ger;GER;50850;50200;25;48.683333;-0.8;2.97
18030;Gerville-la-Forêt;GERVILLE LA FORET;50250;50201;25;49.266667;-1.483333;0.77
18031;Giéville;GIEVILLE;50160;50202;25;49.016667;-0.983333;1.97
18032;La Glacerie;LA GLACERIE;50470;50203;25;49.6;-1.566667;1.7
18033;Glatigny;GLATIGNY;50250;50204;25;49.283333;-1.633333;1.59
18034;La Godefroy;LA GODEFROY;50300;50205;25;48.683333;-1.3;1.4
18035;La Gohannière;LA GOHANNIERE;50300;50206;25;48.7;-1.25;2.41
18036;Golleville;GOLLEVILLE;50390;50207;25;49.433333;-1.516667;1.13
18037;Gonfreville;GONFREVILLE;50190;50208;25;49.233333;-1.4;0.58
18038;Gonneville;GONNEVILLE;50330;50209;25;49.633333;-1.466667;1.81
18039;Gorges;GORGES;50190;50210;25;49.266667;-1.4;1.13
18040;Gouberville;GOUBERVILLE;50330;50211;25;49.683333;-1.316667;1.98
18041;Gourbesville;GOURBESVILLE;50480;50212;25;49.416667;-1.416667;2.46
18042;Gourfaleur;GOURFALEUR;50750;50213;25;49.083333;-1.116667;1.24
18043;Gouvets;GOUVETS;50420;50214;25;48.933333;-1.1;1.33
18044;Gouville-sur-Mer;GOUVILLE SUR MER;50560;50215;25;49.1;-1.583333;1.32
18045;Graignes;GRAIGNES;50620;50216;25;49.25;-1.2;0.91
18046;Le Grand-Celland;LE GRAND CELLAND;50370;50217;25;48.683333;-1.183333;1.4
18047;Granville;GRANVILLE;50400;50218;25;48.833333;-1.6;1.41
18048;Gratot;GRATOT;50200;50219;25;49.066667;-1.483333;0.77
18049;Gréville-Hague;GREVILLE HAGUE;50440;50220;25;49.666667;-1.8;2.5
18050;Grimesnil;GRIMESNIL;50450;50221;25;48.95;-1.35;1.16
18051;Grosville;GROSVILLE;50340;50222;25;49.5;-1.75;2.23
18052;Guilberville;GUILBERVILLE;50160;50224;25;48.983333;-0.95;2.15
18053;Le Guislain;LE GUISLAIN;50410;50225;25;48.966667;-1.233333;1.8
18054;Le Ham;LE HAM;50310;50227;25;49.45;-1.416667;1.66
18055;Hambye;HAMBYE;50450;50228;25;48.95;-1.266667;1.61
18056;Hamelin;HAMELIN;50730;50229;25;48.55;-1.216667;1.85
18057;Hardinvast;HARDINVAST;50690;50230;25;49.583333;-1.65;1.68
18058;Hauteville-sur-Mer;HAUTEVILLE SUR MER;50590;50231;25;48.983333;-1.533333;1.04
18059;Hautteville-Bocage;HAUTTEVILLE BOCAGE;50390;50233;25;49.433333;-1.466667;1.2
18060;La Haye-d'Ectot;LA HAYE D ECTOT;50270;50235;25;49.383333;-1.733333;2.14
18061;La Haye-du-Puits;LA HAYE DU PUITS;50250;50236;25;49.3;-1.55;1.14
18062;La Haye-Pesnel;LA HAYE PESNEL;50320;50237;25;48.8;-1.4;1
18063;Héauville;HEAUVILLE;50340;50238;25;49.583333;-1.8;2.5
18064;Hébécrevon;HEBECREVON;50180;50239;25;49.133333;-1.166667;0.96
18065;Helleville;HELLEVILLE;50340;50240;25;49.55;-1.783333;2.41
18066;Hémevez;HEMEVEZ;50700;50241;25;49.466667;-1.433333;1.25
18067;Herqueville;HERQUEVILLE;50440;50242;25;49.666667;-1.883333;2.96
18068;Heugueville-sur-Sienne;HEUGUEVILLE SUR SIENNE;50200;50243;25;49.033333;-1.516667;1.07
18069;Hérenguerville;HERENGUERVILLE;50660;50244;25;48.983333;-1.5;0.86
18070;Heussé;HEUSSE;50640;50245;25;48.5;-0.9;2.42
18071;Hiesville;HIESVILLE;50480;50246;25;49.366667;-1.266667;0.91
18072;Hocquigny;HOCQUIGNY;50320;50247;25;48.816667;-1.416667;0.95
18073;Le Hommet-d'Arthenay;LE HOMMET D ARTHENAY;50620;50248;25;49.183333;-1.183333;0.87
18074;Houesville;HOUESVILLE;50480;50249;25;49.35;-1.283333;0.88
18075;Houtteville;HOUTTEVILLE;50250;50250;25;49.333333;-1.366667;1.87
18076;Huberville;HUBERVILLE;50700;50251;25;49.516667;-1.416667;1.42
18077;Hudimesnil;HUDIMESNIL;50510;50252;25;48.866667;-1.483333;1.14
18078;Huisnes-sur-Mer;HUISNES SUR MER;50170;50253;25;48.6;-1.45;1.68
18079;Husson;HUSSON;50640;50254;25;48.566667;-0.883333;2.52
18080;Hyenville;HYENVILLE;50660;50255;25;49;-1.466667;0.68
18081;Isigny-le-Buat;ISIGNY LE BUAT;50540;50256;25;48.616667;-1.166667;1.62
18082;Jobourg;JOBOURG;50440;50257;25;49.683333;-1.90375;-1
18083;Joganville;JOGANVILLE;50310;50258;25;49.466667;-1.35;1.25
18084;Juilley;JUILLEY;50220;50259;25;48.6;-1.35;1.68
18085;Juvigny-le-Tertre;JUVIGNY LE TERTRE;50520;50260;25;48.683333;-1.016667;1.79
18086;Lamberville;LAMBERVILLE;50160;50261;25;49.083333;-0.9;2.42
18087;La Lande-d'Airou;LA LANDE D AIROU;50800;50262;25;48.816667;-1.283333;1.12
18088;Lapenty;LAPENTY;50600;50263;25;48.583333;-1;1.88
18089;Laulne;LAULNE;50430;50265;25;49.25;-1.466667;1.57
18090;Lengronne;LENGRONNE;50510;50266;25;48.933333;-1.383333;1.41
18091;Lessay;LESSAY;50430;50267;25;49.216667;-1.533333;1.04
18092;Lestre;LESTRE;50310;50268;25;49.516667;-1.333333;1.42
18093;Liesville-sur-Douve;LIESVILLE SUR DOUVE;50480;50269;25;49.35;-1.333333;1.26
18094;Lieusaint;LIEUSAINT;50700;50270;25;49.466667;-1.466667;1.25
18095;Lingeard;LINGEARD;50670;50271;25;48.733333;-1.033333;1.69
18096;Lingreville;LINGREVILLE;50660;50272;25;48.95;-1.533333;1.57
18097;Lithaire;LITHAIRE;50250;50273;25;49.3;-1.483333;0.77
18098;Les Loges-Marchis;LES LOGES MARCHIS;50600;50274;25;48.55;-1.1;1.85
18099;Les Loges-sur-Brécey;LES LOGES SUR BRECEY;50370;50275;25;48.766667;-1.166667;1.13
18100;Lolif;LOLIF;50530;50276;25;48.733333;-1.383333;1.79
18101;Longueville;LONGUEVILLE;50290;50277;25;48.85;-1.55;1.58
18102;Le Loreur;LE LOREUR;50510;50278;25;48.866667;-1.433333;0.78
18103;Le Lorey;LE LOREY;50570;50279;25;49.1;-1.3;1.26
18104;Lozon;LOZON;50570;50280;25;49.133333;-1.266667;0.51
18105;La Lucerne-d'Outremer;LA LUCERNE D OUTREMER;50320;50281;25;48.783333;-1.433333;1.06
18106;Le Luot;LE LUOT;50870;50282;25;48.75;-1.316667;1.17
18107;La Luzerne;LA LUZERNE;50680;50283;25;49.133333;-1.05;1.6
18108;Macey;MACEY;50170;50284;25;48.566667;-1.433333;1.79
18109;Magneville;MAGNEVILLE;50260;50285;25;49.45;-1.55;1.42
18110;La Mancellière;LA MANCELLIERE;50540;50286;25;48.65;-1.166667;1.51
18111;La Mancellière-sur-Vire;LA MANCELLIERE SUR VIRE;50750;50287;25;49.066667;-1.066667;1.66
18112;Marcey-les-Grèves;MARCEY LES GREVES;50300;50288;25;48.7;-1.383333;1.34
18113;Marchésieux;MARCHESIEUX;50190;50289;25;49.183333;-1.283333;1.8
18114;Margueray;MARGUERAY;50410;50291;25;48.9;-1.133333;1.15
18115;Marigny;MARIGNY;50570;50292;25;49.1;-1.25;0.51
18116;Martigny;MARTIGNY;50600;50293;25;48.616667;-1.116667;1.62
18117;Martinvast;MARTINVAST;50690;50294;25;49.6;-1.666667;1.77
18118;Maupertuis;MAUPERTUIS;50410;50295;25;48.95;-1.2;1.09
18119;Maupertus-sur-Mer;MAUPERTUS SUR MER;50330;50296;25;49.666667;-1.483333;1.95
18120;La Meauffe;LA MEAUFFE;50880;50297;25;49.183333;-1.116667;1.24
18121;Méautis;MEAUTIS;50500;50298;25;49.283333;-1.3;0.63
18122;Le Mesnil;LE MESNIL;50580;50299;25;49.366667;-1.691667;-1
18123;Le Mesnil-Adelée;LE MESNIL ADELEE;50520;50300;25;48.7;-1.066667;1.51
18124;Le Mesnil-Amand;LE MESNIL AMAND;50450;50301;25;48.883333;-1.366667;1.06
18125;Le Mesnil-Amey;LE MESNIL AMEY;50570;50302;25;49.1;-1.2;1.26
18126;Le Mesnil-Angot;LE MESNIL ANGOT;50620;50303;25;49.216667;-1.2;0.78
18127;Le Mesnil-Aubert;LE MESNIL AUBERT;50510;50304;25;48.95;-1.416667;1.29
18128;Le Mesnil-au-Val;LE MESNIL AU VAL;50110;50305;25;49.6;-1.533333;1.7
18129;Le Mesnil-Boeufs;LE MESNIL BOEUFS;50540;50306;25;48.633333;-1.166667;1.57
18130;Le Mesnil-Bonant;LE MESNIL BONANT;50450;50307;25;48.9;-1.3;0.67
18131;Le Mesnilbus;LE MESNILBUS;50490;50308;25;49.133333;-1.35;1.16
18132;Le Mesnil-Drey;LE MESNIL DREY;50320;50309;25;48.816667;-1.416667;0.95
18133;Le Mesnil-Eury;LE MESNIL EURY;50570;50310;25;49.15;-1.233333;0.81
18134;Le Mesnil-Garnier;LE MESNIL GARNIER;50450;50311;25;48.866667;-1.3;1
18135;Le Mesnil-Gilbert;LE MESNIL GILBERT;50670;50312;25;48.716667;-1.066667;1.51
18136;Le Mesnil-Herman;LE MESNIL HERMAN;50750;50313;25;49.033333;-1.15;1.06
18137;Le Mesnil-Hue;LE MESNIL HUE;50450;50314;25;48.883333;-1.3;0.72
18138;Le Mesnillard;LE MESNILLARD;50600;50315;25;48.633333;-1.083333;1.57
18139;Le Mesnil-Opac;LE MESNIL OPAC;50860;50316;25;49.016667;-1.1;1.33
18140;Le Mesnil-Ozenne;LE MESNIL OZENNE;50220;50317;25;48.666667;-1.233333;1.65
18141;Le Mesnil-Rainfray;LE MESNIL RAINFRAY;50520;50318;25;48.666667;-1.05;1.6
18142;Le Mesnil-Raoult;LE MESNIL RAOULT;50420;50319;25;49.033333;-1.066667;1.51
18143;Le Mesnil-Rogues;LE MESNIL ROGUES;50450;50320;25;48.866667;-1.383333;1.57
18144;Le Mesnil-Rouxelin;LE MESNIL ROUXELIN;50000;50321;25;49.15;-1.083333;1.42
18145;Le Mesnil-Thébault;LE MESNIL THEBAULT;50540;50322;25;48.616667;-1.2;1.62
18146;Le Mesnil-Tôve;LE MESNIL TOVE;50520;50323;25;48.7;-1.016667;1.79
18147;Le Mesnil-Véneron;LE MESNIL VENERON;50620;50324;25;49.233333;-1.166667;0.96
18148;Le Mesnil-Vigot;LE MESNIL VIGOT;50570;50325;25;49.15;-1.283333;1.06
18149;Le Mesnil-Villeman;LE MESNIL VILLEMAN;50450;50326;25;48.866667;-1.333333;0.87
18150;La Meurdraquière;LA MEURDRAQUIERE;50510;50327;25;48.85;-1.4;1.15
18151;Millières;MILLIERES;50190;50328;25;49.183333;-1.466667;1.38
18152;Milly;MILLY;50600;50329;25;48.6;-1.016667;1.79
18153;Mobecq;MOBECQ;50250;50330;25;49.266667;-1.516667;0.95
18154;Moidrey;MOIDREY;50170;50331;25;48.566667;-1.5;1.79
18155;Les Moitiers-d'Allonne;LES MOITIERS D ALLONNE;50270;50332;25;49.4;-1.783333;2.41
18156;Les Moitiers-en-Bauptois;LES MOITIERS EN BAUPTOIS;50360;50333;25;49.366667;-1.433333;0.91
18157;Montabot;MONTABOT;50410;50334;25;48.933333;-1.116667;1.24
18158;Montaigu-les-Bois;MONTAIGU LES BOIS;50450;50336;25;48.9;-1.283333;0.9
18159;Montanel;MONTANEL;50240;50337;25;48.5;-1.416667;2.02
18160;Montbray;MONTBRAY;50410;50338;25;48.883333;-1.1;1.33
18161;Montchaton;MONTCHATON;50660;50339;25;49.016667;-1.5;0.97
18162;Montcuit;MONTCUIT;50490;50340;25;49.116667;-1.333333;1.61
18163;Montebourg;MONTEBOURG;50310;50341;25;49.483333;-1.383333;1.3
18164;Montfarville;MONTFARVILLE;50760;50342;25;49.65;-1.266667;1.87
18165;Montgardon;MONTGARDON;50250;50343;25;49.283333;-1.566667;1.23
18166;Montgothier;MONTGOTHIER;50540;50344;25;48.65;-1.2;1.51
18167;Monthuchon;MONTHUCHON;50200;50345;25;49.083333;-1.416667;1.09
18168;Montjoie-Saint-Martin;MONTJOIE SAINT MARTIN;50240;50347;25;48.533333;-1.3;1.91
18169;Montmartin-en-Graignes;MONTMARTIN EN GRAIGNES;50620;50348;25;49.283333;-1.15;1.5
18170;Montmartin-sur-Mer;MONTMARTIN SUR MER;50590;50349;25;48.983333;-1.516667;1.02
18171;Montpinchon;MONTPINCHON;50210;50350;25;49.016667;-1.316667;0.27
18172;Montrabot;MONTRABOT;50810;50351;25;49.116667;-0.883333;2.52
18173;Montreuil-sur-Lozon;MONTREUIL SUR LOZON;50570;50352;25;49.133333;-1.233333;0.6
18174;Montsurvent;MONTSURVENT;50200;50354;25;49.116667;-1.5;1.1
18175;Montviron;MONTVIRON;50530;50355;25;48.733333;-1.416667;1.23
18176;Moon-sur-Elle;MOON SUR ELLE;50680;50356;25;49.2;-1.05;1.6
18177;Morigny;MORIGNY;50410;50357;25;48.883333;-1.066667;1.75
18178;Morsalines;MORSALINES;50630;50358;25;49.566667;-1.3;1.58
18179;Mortain;MORTAIN;50140;50359;25;48.65;-0.933333;2.24
18180;Morville;MORVILLE;50700;50360;25;49.483333;-1.5;1.3
18181;La Mouche;LA MOUCHE;50320;50361;25;48.8;-1.35;1.38
18182;Moulines;MOULINES;50600;50362;25;48.541667;-1.033333;-1
18183;Moyon;MOYON;50860;50363;25;49;-1.116667;1.24
18184;Muneville-le-Bingard;MUNEVILLE LE BINGARD;50490;50364;25;49.133333;-1.483333;1.93
18185;Muneville-sur-Mer;MUNEVILLE SUR MER;50290;50365;25;48.933333;-1.483333;1.8
18186;Naftel;NAFTEL;50540;50367;25;48.616667;-1.133333;1.62
18187;Nay;NAY;50190;50368;25;49.233333;-1.366667;0.65
18188;Négreville;NEGREVILLE;50260;50369;25;49.483333;-1.55;1.34
18189;Néhou;NEHOU;50390;50370;25;49.416667;-1.533333;1.08
18190;Le Neufbourg;LE NEUFBOURG;50140;50371;25;48.65;-0.95;2.15
18191;Neufmesnil;NEUFMESNIL;50250;50372;25;49.316667;-1.533333;1.04
18192;Neuville-au-Plain;NEUVILLE AU PLAIN;50480;50373;25;49.433333;-1.333333;1.13
18193;Neuville-en-Beaumont;NEUVILLE EN BEAUMONT;50250;50374;25;49.35;-1.6;1.41
18194;Néville-sur-Mer;NEVILLE SUR MER;50330;50375;25;49.683333;-1.333333;1.98
18195;Nicorps;NICORPS;50200;50376;25;49.033333;-1.416667;1.22
18196;Noirpalu;NOIRPALU;50320;50377;25;48.783333;-1.333333;1.88
18197;Notre-Dame-de-Cenilly;NOTRE DAME DE CENILLY;50210;50378;25;49;-1.25;1.64
18198;Notre-Dame-de-Livoye;NOTRE DAME DE LIVOYE;50370;50379;25;48.75;-1.2;1.17
18199;Notre-Dame-d'Elle;NOTRE DAME D ELLE;50810;50380;25;49.116667;-0.966667;2.06
18200;Notre-Dame-du-Touchet;NOTRE DAME DU TOUCHET;50140;50381;25;48.583333;-0.95;2.15
18201;Nouainville;NOUAINVILLE;50690;50382;25;49.616667;-1.683333;1.87
18202;Octeville;OCTEVILLE;50130;50383;25;49.616667;-1.65;1.75
18203;Omonville-la-Petite;OMONVILLE LA PETITE;50440;50385;25;49.7;-1.883333;2.96
18204;Omonville-la-Rogue;OMONVILLE LA ROGUE;50440;50386;25;49.7;-1.85;2.78
18205;Orglandes;ORGLANDES;50390;50387;25;49.416667;-1.45;1.4
18206;Orval;ORVAL;50660;50388;25;49.016667;-1.466667;0.93
18207;Ouville;OUVILLE;50210;50389;25;49.016667;-1.366667;0.78
18208;Ozeville;OZEVILLE;50310;50390;25;49.5;-1.333333;1.36
18209;Parigny;PARIGNY;50600;50391;25;48.6;-1.083333;1.68
18210;Les Pas;LES PAS;50170;50392;25;48.583333;-1.483333;1.74
18211;Percy;PERCY;50410;50393;25;48.916667;-1.183333;0.87
18212;Périers;PERIERS;50190;50394;25;49.183333;-1.416667;0.58
18213;La Pernelle;LA PERNELLE;50630;50395;25;49.616667;-1.3;1.75
18214;Les Perques;LES PERQUES;50260;50396;25;49.45;-1.666667;1.77
18215;Perriers-en-Beauficel;PERRIERS EN BEAUFICEL;50150;50397;25;48.733333;-1;1.88
18216;Le Perron;LE PERRON;50160;50398;25;49.05;-0.9;2.42
18217;Le Petit-Celland;LE PETIT CELLAND;50370;50399;25;48.7;-1.216667;1.34
18218;Picauville;PICAUVILLE;50360;50400;25;49.383333;-1.4;0.97
18219;Pierreville;PIERREVILLE;50340;50401;25;49.483333;-1.783333;2.41
18220;Les Pieux;LES PIEUX;50340;50402;25;49.516667;-1.8;2.5
18221;Pirou;PIROU;50770;50403;25;49.183333;-1.583333;1.32
18222;Placy-Montaigu;PLACY MONTAIGU;50160;50404;25;49.033333;-0.9;2.42
18223;Plomb;PLOMB;50870;50406;25;48.733333;-1.3;1.23
18224;Poilley;POILLEY;50220;50407;25;48.616667;-1.316667;1.62
18225;Pontaubault;PONTAUBAULT;50220;50408;25;48.633333;-1.35;1.57
18226;Pont-Hébert;PONT HEBERT;50880;50409;25;49.166667;-1.133333;1.15
18227;Pontorson;PONTORSON;50170;50410;25;48.55;-1.516667;1.85
18228;Ponts;PONTS;50300;50411;25;48.7;-1.35;1.34
18229;Portbail;PORTBAIL;50580;50412;25;49.333333;-1.7;1.96
18230;Précey;PRECEY;50220;50413;25;48.6;-1.383333;1.68
18231;Précorbin;PRECORBIN;50810;50414;25;49.083333;-0.95;2.15
18232;Prétot-Sainte-Suzanne;PRETOT SAINTE SUZANNE;50250;50415;25;49.316667;-1.416667;1.22
18233;Querqueville;QUERQUEVILLE;50460;50416;25;49.666667;-1.7;1.96
18234;Quettehou;QUETTEHOU;50630;50417;25;49.6;-1.3;1.7
18235;Quettetot;QUETTETOT;50260;50418;25;49.483333;-1.666667;1.77
18236;Quettreville-sur-Sienne;QUETTREVILLE SUR SIENNE;50660;50419;25;48.966667;-1.466667;0.68
18237;Quibou;QUIBOU;50750;50420;25;49.066667;-1.2;1.33
18238;Quinéville;QUINEVILLE;50310;50421;25;49.516667;-1.3;1.59
18239;Raids;RAIDS;50500;50422;25;49.216667;-1.35;1.63
18240;Rampan;RAMPAN;50000;50423;25;49.133333;-1.15;1.8
18241;Rancoudray;RANCOUDRAY;50140;50424;25;48.65;-0.866667;2.61
18242;Rauville-la-Bigot;RAUVILLE LA BIGOT;50260;50425;25;49.516667;-1.683333;1.87
18243;Rauville-la-Place;RAUVILLE LA PLACE;50390;50426;25;49.383333;-1.5;0.97
18244;Ravenoville;RAVENOVILLE;50480;50427;25;49.466667;-1.266667;1.31
18245;Reffuveille;REFFUVEILLE;50520;50428;25;48.666667;-1.116667;1.87
18246;Regnéville-sur-Mer;REGNEVILLE SUR MER;50590;50429;25;49.016667;-1.55;1.41
18247;Reigneville-Bocage;REIGNEVILLE BOCAGE;50390;50430;25;49.4;-1.466667;1.07
18248;Remilly-sur-Lozon;REMILLY SUR LOZON;50570;50431;25;49.183333;-1.25;1.5
18249;Réthôville;RETHOVILLE;50330;50432;25;49.7;-1.35;2.04
18250;Réville;REVILLE;50760;50433;25;49.616667;-1.25;1.75
18251;La Rochelle-Normande;LA ROCHELLE NORMANDE;50530;50434;25;48.766667;-1.433333;1.12
18252;Rocheville;ROCHEVILLE;50260;50435;25;49.5;-1.6;1.41
18253;Romagny;ROMAGNY;50140;50436;25;48.65;-0.966667;2.06
18254;Roncey;RONCEY;50210;50437;25;48.983333;-1.333333;0.72
18255;La Ronde-Haye;LA RONDE HAYE;50490;50438;25;49.133333;-1.45;1.16
18256;Ronthon;RONTHON;50530;50439;25;48.733333;-1.483333;1.23
18257;Rouffigny;ROUFFIGNY;50800;50440;25;48.8;-1.25;1
18258;Rouxeville;ROUXEVILLE;50810;50441;25;49.1;-0.95;2.15
18259;Le Rozel;LE ROZEL;50340;50442;25;49.483333;-1.833333;-1
18260;Sacey;SACEY;50170;50443;25;48.5;-1.45;2.02
18261;Saint-Amand;SAINT AMAND;50160;50444;25;49.05;-0.966667;2.06
18262;Saint-André-de-Bohon;SAINT ANDRE DE BOHON;50500;50445;25;49.233333;-1.25;0.76
18263;Saint-André-de-l'Épine;SAINT ANDRE DE L;50680;50446;25;49.133333;-1;1.88
18264;Saint-Aubin-des-Préaux;SAINT AUBIN DES PREAUX;50380;50447;25;48.8;-1.5;1
18265;Saint-Aubin-de-Terregatte;SAINT AUBIN DE TERREGATTE;50111;50448;25;48.583333;-1.3;1.74
18266;Saint-Aubin-du-Perron;SAINT AUBIN DU PERRON;50490;50449;25;49.15;-1.366667;0.84
18267;Saint-Barthélemy;SAINT BARTHELEMY;50140;50450;25;48.683333;-0.95;2.15
18268;Saint-Brice-de-Landelles;SAINT BRICE DE LANDELLES;50730;50452;25;48.533333;-1.15;1.91
18269;Sainte-Cécile;SAINTE CECILE;50800;50453;25;48.833333;-1.183333;0.89
18270;Saint-Christophe-du-Foc;SAINT CHRISTOPHE DU FOC;50340;50454;25;49.55;-1.75;2.23
18271;Saint-Clair-sur-l'Elle;SAINT CLAIR SUR L;50680;50455;25;49.2;-1.033333;1.69
18272;Sainte-Colombe;SAINTE COLOMBE;50390;50457;25;49.416667;-1.516667;1.08
18273;Saint-Côme-du-Mont;SAINT COME DU MONT;50500;50458;25;49.333333;-1.266667;0.8
18274;Sainte-Croix-Hague;SAINTE CROIX HAGUE;50440;50460;25;49.633333;-1.766667;2.32
18275;Saint-Cyr;SAINT CYR;50310;50461;25;49.483333;-1.416667;1.43
18276;Saint-Cyr-du-Bailleul;SAINT CYR DU BAILLEUL;50720;50462;25;48.566667;-0.8;2.97
18277;Saint-Denis-le-Gast;SAINT DENIS LE GAST;50450;50463;25;48.95;-1.333333;1.02
