id;nom;nom_majus;cp;insee;dept;lat;long;distance
1;L'Abergement-Clémenciat;L ABERGEMENT CLEMENCIAT;01400;1001;82;46.15;4.916667;1.46
2;L'Abergement-de-Varey;L ABERGEMENT DE VAREY;01640;1002;82;46;5.416667;1
3;Amareins;AMAREINS;01090;1003;82;46.083333;4.8;1.85
4;Ambérieu-en-Bugey;AMBERIEU EN BUGEY;01500;1004;82;45.95;5.35;0.8
5;Ambérieux-en-Dombes;AMBERIEUX EN DOMBES;01330;1005;82;46;4.9;1.72
6;Ambléon;AMBLEON;01300;1006;82;45.75;5.6;2.01
7;Ambronay;AMBRONAY;01500;1007;82;46;5.35;1.34
8;Ambutrix;AMBUTRIX;01500;1008;82;45.933333;5.333333;0.9
9;Andert-et-Condon;ANDERT ET CONDON;01300;1009;82;45.8;5.65;1.71
10;Anglefort;ANGLEFORT;01350;1010;82;45.916667;5.808333;-1
11;Apremont;APREMONT;01100;1011;82;46.208333;5.658333;1.46
12;Aranc;ARANC;01110;1012;82;46;5.5;1.01
13;Arandas;ARANDAS;01230;1013;82;45.9;5.483333;1.11
14;Arbent;ARBENT;01100;1014;82;46.3;5.683333;1.39
15;Arbignieu;ARBIGNIEU;01300;1015;82;45.733333;5.65;2.11
16;Arbigny;ARBIGNY;01190;1016;82;46.466667;4.966667;2.31
17;Argis;ARGIS;01230;1017;82;45.933333;5.483333;0.9
18;Armix;ARMIX;01510;1019;82;45.85;5.583333;1.41
19;Ars-sur-Formans;ARS SUR FORMANS;01480;1021;82;45.983333;4.816667;1.8
20;Artemare;ARTEMARE;01510;1022;82;45.866667;5.7;1.31
21;Asnières-sur-Saône;ASNIERES SUR SAONE;01570;1023;82;46.383333;4.883333;1.81
22;Attignat;ATTIGNAT;01340;1024;82;46.283333;5.166667;1.21
23;Bâgé-la-Ville;BAGE LA VILLE;01380;1025;82;46.316667;4.95;1.41
24;Bâgé-le-Châtel;BAGE LE CHATEL;01380;1026;82;46.3;4.933333;1.4
25;Balan;BALAN;01360;1027;82;45.833333;5.1;1.51
26;Baneins;BANEINS;01990;1028;82;46.116667;4.9;1.51
27;Beaupont;BEAUPONT;01270;1029;82;46.4;5.266667;1.91
28;Bellignat;BELLIGNAT;01810;1031;82;46.25;5.616667;1.5
29;Béligneux;BELIGNEUX;01360;1032;82;45.866667;5.116667;1.31
30;Bellegarde-sur-Valserine;BELLEGARDE SUR VALSERINE;01200;1033;82;46.1;5.816667;1.61
31;Belley;BELLEY;01300;1034;82;45.766667;5.683333;1.91
32;Belleydoux;BELLEYDOUX;01130;1035;82;46.25;5.766667;1.72
33;Bénonces;BENONCES;01470;1037;82;45.833333;5.483333;1.7
34;Bény;BENY;01370;1038;82;46.333333;5.283333;1.51
35;Béon;BEON;01350;1039;82;45.833333;5.75;1.51
36;Béréziat;BEREZIAT;01340;1040;82;46.366667;5.05;1.71
37;Bettant;BETTANT;01500;1041;82;45.933333;5.366667;1.21
38;Bey;BEY;01290;1042;82;46.216667;4.85;1.68
39;Beynost;BEYNOST;01700;1043;82;45.833333;5;1.51
40;Billiat;BILLIAT;01200;1044;82;46.066667;5.783333;1.5
41;Birieux;BIRIEUX;01330;1045;82;45.95;5.033333;1.06
42;Biziat;BIZIAT;01290;1046;82;46.216667;4.933333;1.51
43;Blyes;BLYES;01150;1047;82;45.85;5.25;1.41
44;Bohas;BOHAS;01250;1048;82;46.166667;5.4;0.52
45;La Boisse;LA BOISSE;01120;1049;82;45.85;5.033333;1.41
46;Boissey;BOISSEY;01190;1050;82;46.383333;5;1.81
47;Bolozon;BOLOZON;01450;1051;82;46.2;5.483333;1.91
48;Bouligneux;BOULIGNEUX;01330;1052;82;46.016667;5;1.17
49;Bourg-en-Bresse;BOURG EN BRESSE;01000;1053;82;46.2;5.216667;1
50;Bourg-Saint-Christophe;BOURG SAINT CHRISTOPHE;01800;1054;82;45.883333;5.166667;1.21
51;Bouvent;BOUVENT;01100;1055;82;46.283333;5.633333;1.21
52;Boyeux-Saint-Jérôme;BOYEUX SAINT JEROME;01640;1056;82;46.033333;5.466667;1.27
53;Boz;BOZ;01190;1057;82;46.4;4.9;1.91
54;Brégnier-Cordon;BREGNIER CORDON;01300;1058;82;45.65;5.616667;2.61
55;Brénaz;BRENAZ;01260;1059;82;45.95;5.716667;1.27
56;Brénod;BRENOD;01110;1060;82;46.066667;5.6;1.36
57;Bressolles;BRESSOLLES;01360;1062;82;45.866667;5.1;1.31
58;Briord;BRIORD;01470;1064;82;45.783333;5.466667;1.81
59;Buellas;BUELLAS;01310;1065;82;46.2;5.133333;0.73
60;La Burbanche;LA BURBANCHE;01510;1066;82;45.85;5.566667;1.41
61;Ceignes;CEIGNES;01430;1067;82;46.116667;5.5;1.08
62;Cerdon;CERDON;01450;1068;82;46.083333;5.466667;0.87
63;Certines;CERTINES;01240;1069;82;46.133333;5.266667;1.97
64;Cesseins;CESSEINS;01090;1070;82;46.066667;4.833333;1.85
65;Cessy;CESSY;01170;1071;82;46.316667;6.066667;2.46
66;Ceyzériat;CEYZERIAT;01250;1072;82;46.166667;5.316667;1.15
67;Ceyzérieu;CEYZERIEU;01350;1073;82;45.833333;5.733333;1.51
68;Chalamont;CHALAMONT;01320;1074;82;46;5.166667;0.65
69;Chaleins;CHALEINS;01480;1075;82;46.033333;4.8;1.85
70;Chaley;CHALEY;01230;1076;82;45.95;5.533333;1.58
71;Challes;CHALLES;01450;1077;82;46.133333;5.466667;0.42
72;Challex;CHALLEX;01630;1078;82;46.183333;5.966667;2.12
73;Champagne-en-Valromey;CHAMPAGNE EN VALROMEY;01260;1079;82;45.9;5.683333;1.17
74;Champdor;CHAMPDOR;01110;1080;82;46.016667;5.6;0.87
75;Champfromier;CHAMPFROMIER;01410;1081;82;46.2;5.816667;1.61
76;Chanay;CHANAY;01420;1082;82;46;5.783333;1.5
77;Chaneins;CHANEINS;01990;1083;82;46.1;4.85;1.68
78;Chanoz-Châtenay;CHANOZ CHATENAY;01400;1084;82;46.183333;5.033333;1.06
79;La Chapelle-du-Châtelard;LA CHAPELLE DU CHATELARD;01240;1085;82;46.066667;5.033333;1.38
80;Charancin;CHARANCIN;01260;1086;82;45.933333;5.633333;1.09
81;Charix;CHARIX;01130;1087;82;46.183333;5.683333;1.16
82;Charnoz-sur-Ain;CHARNOZ SUR AIN;01800;1088;82;45.866667;5.216667;1.31
83;Château-Gaillard;CHATEAU GAILLARD;01500;1089;82;45.966667;5.3;1.1
84;Châtenay;CHATENAY;01320;1090;82;46.033333;5.2;0.65
85;Châtillon-en-Michaille;CHATILLON EN MICHAILLE;01200;1091;82;46.133333;5.783333;1.5
86;Châtillon-la-Palud;CHATILLON LA PALUD;01320;1092;82;45.966667;5.25;1.39
87;Châtillon-sur-Chalaronne;CHATILLON SUR CHALARONNE;01400;1093;82;46.116667;4.966667;1.29
88;Chavannes-sur-Reyssouze;CHAVANNES SUR REYSSOUZE;01190;1094;82;46.433333;5;2.11
89;Chavannes-sur-Suran;CHAVANNES SUR SURAN;01250;1095;82;46.266667;5.416667;1.14
90;Chaveyriat;CHAVEYRIAT;01660;1096;82;46.183333;5.066667;0.98
91;Chavornay;CHAVORNAY;01510;1097;82;45.883333;5.7;1.31
92;Chazey-Bons;CHAZEY BONS;01300;1098;82;45.8;5.683333;1.71
93;Chazey-sur-Ain;CHAZEY SUR AIN;01150;1099;82;45.9;5.25;1.36
94;Cheignieu-La-Balme;CHEIGNIEU LA BALME;01510;1100;82;45.833333;5.616667;1.51
95;Chevillard;CHEVILLARD;01430;1101;82;46.116667;5.583333;1.08
96;Chevroux;CHEVROUX;01190;1102;82;46.383333;4.95;1.81
97;Chevry;CHEVRY;01170;1103;82;46.283333;6.033333;2.35
98;Chézery-Forens;CHEZERY FORENS;01200;1104;82;46.216667;5.883333;2.48
99;Civrieux;CIVRIEUX;01390;1105;82;45.916667;4.883333;1.57
100;Cize;CIZE;01250;1106;82;46.2;5.433333;0.72
101;Cleyzieu;CLEYZIEU;01230;1107;82;45.9;5.433333;1.11
102;Coligny;COLIGNY;01270;1108;82;46.383333;5.35;1.81
103;Collonges;COLLONGES;01550;1109;82;46.133333;5.9;1.89
104;Colomieu;COLOMIEU;01300;1110;82;45.733333;5.616667;2.11
105;Conand;CONAND;01230;1111;82;45.883333;5.466667;1.21
106;Condamine;CONDAMINE;01430;1112;82;46.116667;5.566667;0.76
107;Condeissiat;CONDEISSIAT;01400;1113;82;46.166667;5.083333;1.6
108;Confort;CONFORT;01200;1114;82;46.15;5.816667;1.61
109;Confrançon;CONFRANCON;01310;1115;82;46.266667;5.066667;1.35
110;Contrevoz;CONTREVOZ;01300;1116;82;45.8;5.633333;1.71
111;Conzieu;CONZIEU;01300;1117;82;45.733333;5.6;2.11
112;Corbonod;CORBONOD;01420;1118;82;45.95;5.816667;1.61
113;Corcelles;CORCELLES;01110;1119;82;46.033333;5.583333;0.87
114;Cordieux;CORDIEUX;01120;1120;82;45.916667;5.033333;1.66
115;Corlier;CORLIER;01110;1121;82;46.033333;5.5;1.25
116;Cormaranche-en-Bugey;CORMARANCHE EN BUGEY;01110;1122;82;45.95;5.6;0.87
117;Cormoranche-sur-Saône;CORMORANCHE SUR SAONE;01290;1123;82;46.233333;4.833333;1.74
118;Cormoz;CORMOZ;01560;1124;82;46.45;5.233333;2.27
119;Corveissiat;CORVEISSIAT;01250;1125;82;46.233333;5.483333;1.58
120;Courmangoux;COURMANGOUX;01370;1127;82;46.333333;5.366667;1.51
121;Courtes;COURTES;01560;1128;82;46.466667;5.1;2.31
122;Crans;CRANS;01320;1129;82;45.966667;5.216667;0.9
123;Cras-sur-Reyssouze;CRAS SUR REYSSOUZE;01340;1130;82;46.3;5.166667;1.31
124;Craz-en-Michaille;CRAZ EN MICHAILLE;01200;1131;82;46.033333;5.766667;1.66
125;Cressin-Rochefort;CRESSIN ROCHEFORT;01350;1133;82;45.766667;5.766667;1.91
126;Crottet;CROTTET;01620;1134;82;46.283333;4.9;1.51
127;Cruzilles-lès-Mépillat;CRUZILLES LES MEPILLAT;01290;1136;82;46.216667;4.883333;1.57
128;Cuisiat;CUISIAT;01370;1137;82;46.3;5.383333;1.31
129;Culoz;CULOZ;01350;1138;82;45.85;5.783333;1.5
130;Curciat-Dongalon;CURCIAT DONGALON;01560;1139;82;46.466667;5.15;2.31
131;Curtafond;CURTAFOND;01310;1140;82;46.266667;5.083333;1.11
132;Dagneux;DAGNEUX;01120;1142;82;45.85;5.066667;1.41
133;Divonne-les-Bains;DIVONNE LES BAINS;01220;1143;82;46.366667;6.133333;2.69
134;Dommartin;DOMMARTIN;01380;1144;82;46.341667;4.991667;1.56
135;Dompierre-sur-Veyle;DOMPIERRE SUR VEYLE;01240;1145;82;46.066667;5.2;1.13
136;Dompierre-sur-Chalaronne;DOMPIERRE SUR CHALARONNE;01400;1146;82;46.133333;4.9;1.53
137;Domsure;DOMSURE;01270;1147;82;46.416667;5.3;2.01
138;Dortan;DORTAN;01590;1148;82;46.316667;5.666667;1.41
139;Douvres;DOUVRES;01500;1149;82;45.983333;5.366667;1.21
140;Drom;DROM;01250;1150;82;46.216667;5.366667;0.8
141;Druillat;DRUILLAT;01160;1151;82;46.066667;5.316667;0.1
142;Échenevex;ECHENEVEX;01170;1153;82;46.316667;6.033333;2.35
143;Étrez;ETREZ;01340;1154;82;46.333333;5.183333;1.51
144;Évosges;EVOSGES;01230;1155;82;45.958333;5.5;-1
145;Faramans;FARAMANS;01800;1156;82;45.9;5.116667;1.11
146;Fareins;FAREINS;01480;1157;82;46.016667;4.766667;1.97
147;Farges;FARGES;01550;1158;82;46.166667;5.916667;1.95
148;Feillens;FEILLENS;01570;1159;82;46.333333;4.883333;1.57
149;Ferney-Voltaire;FERNEY VOLTAIRE;01210;1160;82;46.25;6.116667;2.63
150;Fitignieu;FITIGNIEU;01260;1161;82;45.933333;5.666667;1.1
151;Flaxieu;FLAXIEU;01350;1162;82;45.816667;5.733333;1.61
152;Foissiat;FOISSIAT;01340;1163;82;46.366667;5.183333;1.71
153;Amareins Francheleins Ces;AMAREINS FRANCHELEINS CES;01090;1165;82;46.066667;4.8;1.85
154;Frans;FRANS;01480;1166;82;45.983333;4.783333;1.91
155;Garnerans;GARNERANS;01140;1167;82;46.2;4.833333;1.74
156;Genouilleux;GENOUILLEUX;01090;1169;82;46.116667;4.783333;1.91
157;Géovreissiat;GEOVREISSIAT;01460;1170;82;46.2;5.566667;0.76
158;Géovreisset;GEOVREISSET;01100;1171;82;46.25;5.6;1.24
159;Germagnat;GERMAGNAT;01250;1172;82;46.316667;5.45;2.05
160;Gex;GEX;01170;1173;82;46.333333;6.066667;2.46
161;Giron;GIRON;01130;1174;82;46.233333;5.766667;1.46
162;Gorrevod;GORREVOD;01190;1175;82;46.416667;4.95;2.01
163;Le Grand-Abergement;LE GRAND ABERGEMENT;01260;1176;82;46.033333;5.666667;1.84
164;Grand-Corent;GRAND CORENT;01250;1177;82;46.2;5.433333;0.72
165;Granges;GRANGES;01580;1178;82;46.233333;5.5;1.13
166;Grièges;GRIEGES;01290;1179;82;46.25;4.85;1.68
167;Grilly;GRILLY;01220;1180;82;46.333333;6.116667;2.63
168;Groissiat;GROISSIAT;01810;1181;82;46.216667;5.6;0.87
169;Groslée;GROSLEE;01680;1182;82;45.716667;5.566667;2.21
170;Guéreins;GUEREINS;01090;1183;82;46.1;4.783333;1.91
171;Hautecourt Romanèche;HAUTECOURT ROMANECHE;01250;1184;82;46.158333;5.416667;-1
172;Hauteville-Lompnes;HAUTEVILLE LOMPNES;01110;1185;82;45.966667;5.6;0.87
173;Hostias;HOSTIAS;01110;1186;82;45.9;5.533333;1.11
174;Hotonnes;HOTONNES;01260;1187;82;46;5.683333;1.16
175;Illiat;ILLIAT;01140;1188;82;46.183333;4.883333;1.57
176;Injoux Génissiat;INJOUX GENISSIAT;01200;1189;82;46.05;5.783333;1.5
177;Innimond;INNIMOND;01680;1190;82;45.783333;5.566667;1.81
178;Izenave;IZENAVE;01430;1191;82;46.033333;5.533333;1.62
179;Izernore;IZERNORE;01580;1192;82;46.216667;5.55;0.8
180;Izieu;IZIEU;01300;1193;82;45.65;5.633333;2.61
181;Jassans-Riottier;JASSANS RIOTTIER;01480;1194;82;45.983333;4.75;2.03
182;Jasseron;JASSERON;01250;1195;82;46.216667;5.333333;0.84
183;Jayat;JAYAT;01340;1196;82;46.366667;5.116667;1.71
184;Journans;JOURNANS;01250;1197;82;46.15;5.333333;1.08
185;Joyeux;JOYEUX;01800;1198;82;45.95;5.1;1.55
186;Jujurieux;JUJURIEUX;01640;1199;82;46.033333;5.416667;0.72
187;Labalme;LABALME;01450;1200;82;46.1;5.483333;0.78
188;Lagnieu;LAGNIEU;01150;1202;82;45.9;5.35;1.11
189;Laiz;LAIZ;01290;1203;82;46.25;4.883333;1.57
190;Lalleyriat;LALLEYRIAT;01130;1204;82;46.15;5.716667;1.27
191;Lancrans;LANCRANS;01200;1205;82;46.133333;5.833333;1.67
192;Lantenay;LANTENAY;01430;1206;82;46.05;5.533333;1.22
193;Lapeyrouse;LAPEYROUSE;01330;1207;82;45.983333;4.966667;1.29
194;Lavours;LAVOURS;01350;1208;82;45.8;5.766667;1.71
195;Léaz;LEAZ;01200;1209;82;46.1;5.883333;1.84
196;Lélex;LELEX;01410;1210;82;46.3;5.95;2.06
197;Lent;LENT;01240;1211;82;46.116667;5.2;1.02
198;Lescheroux;LESCHEROUX;01560;1212;82;46.4;5.15;1.91
199;Leyment;LEYMENT;01150;1213;82;45.916667;5.3;1
200;Leyssard;LEYSSARD;01450;1214;82;46.166667;5.466667;1.08
201;Lhuis;LHUIS;01680;1216;82;45.75;5.533333;2.01
202;Lilignod;LILIGNOD;01260;1217;82;45.95;5.683333;1.16
203;Lochieu;LOCHIEU;01260;1218;82;45.933333;5.716667;1.27
204;Lompnas;LOMPNAS;01680;1219;82;45.8;5.516667;1.71
205;Lompnieu;LOMPNIEU;01260;1221;82;45.966667;5.65;1.04
206;Loyes;LOYES;01800;1223;82;45.933333;5.233333;1.19
207;Loyettes;LOYETTES;01360;1224;82;45.766667;5.2;2.27
208;Lurcy;LURCY;01090;1225;82;46.066667;4.766667;1.97
209;Luthézieu;LUTHEZIEU;01260;1226;82;45.9;5.666667;1.19
210;Magnieu;MAGNIEU;01300;1227;82;45.783333;5.716667;1.81
211;Maillat;MAILLAT;01430;1228;82;46.133333;5.55;0.83
212;Malafretaz;MALAFRETAZ;01340;1229;82;46.316667;5.15;1.41
213;Mantenay-Montlin;MANTENAY MONTLIN;01560;1230;82;46.416667;5.083333;2.01
214;Manziat;MANZIAT;01570;1231;82;46.35;4.9;1.61
215;Marboz;MARBOZ;01851;1232;82;46.333333;5.25;1.51
216;Marchamp;MARCHAMP;01680;1233;82;45.783333;5.55;1.81
217;Marignieu;MARIGNIEU;01300;1234;82;45.8;5.716667;1.71
218;Marlieux;MARLIEUX;01240;1235;82;46.066667;5.066667;0.97
219;Marsonnas;MARSONNAS;01340;1236;82;46.333333;5.066667;1.51
220;Martignat;MARTIGNAT;01810;1237;82;46.216667;5.6;0.87
221;Massieux;MASSIEUX;01600;1238;82;45.916667;4.833333;1.74
222;Massignieu-de-Rives;MASSIGNIEU DE RIVES;01300;1239;82;45.75;5.766667;2.01
223;Matafelon-Granges;MATAFELON GRANGES;01580;1240;82;46.266667;5.566667;1.26
224;Meillonnas;MEILLONNAS;01370;1241;82;46.25;5.35;1.08
225;Mérignat;MERIGNAT;01450;1242;82;46.066667;5.433333;1.31
226;Meximieux;MEXIMIEUX;01800;1244;82;45.9;5.2;1.11
227;Bohas-Meyriat-Rignat;BOHAS MEYRIAT RIGNAT;01250;1245;82;46.133333;5.4;1.01
228;Mézériat;MEZERIAT;01660;1246;82;46.233333;5.033333;1.23
229;Mijoux;MIJOUX;01170;1247;82;46.366667;6;2.23
230;Mionnay;MIONNAY;01390;1248;82;45.9;4.933333;1.4
231;Misérieux;MISERIEUX;01600;1250;82;45.983333;4.816667;1.8
232;Moëns;MOENS;01280;1251;82;46.266667;6.1;2.58
233;Mogneneins;MOGNENEINS;01140;1252;82;46.133333;4.816667;1.8
234;Mollon;MOLLON;01800;1253;82;45.95;5.25;1.59
235;Montagnat;MONTAGNAT;01250;1254;82;46.166667;5.283333;1.62
236;Montagnieu;MONTAGNIEU;01470;1255;82;45.8;5.466667;1.71
237;Montanges;MONTANGES;01200;1257;82;46.166667;5.8;1.55
238;Montceaux;MONTCEAUX;01090;1258;82;46.1;4.8;1.85
239;Montcet;MONTCET;01310;1259;82;46.2;5.116667;0.78
240;Le Montellier;LE MONTELLIER;01800;1260;82;45.933333;5.066667;1.96
241;Monthieux;MONTHIEUX;01390;1261;82;45.95;4.933333;1.4
242;Montluel;MONTLUEL;01120;1262;82;45.85;5.05;1.41
243;Montmerle-sur-Saône;MONTMERLE SUR SAONE;01090;1263;82;46.083333;4.766667;1.97
244;Montracol;MONTRACOL;01310;1264;82;46.183333;5.116667;0.99
245;Montrevel-en-Bresse;MONTREVEL EN BRESSE;01340;1266;82;46.333333;5.133333;1.51
246;Murs-et-Gélignieux;MURS ET GELIGNIEUX;01300;1268;82;45.633333;5.666667;2.71
247;Nantua;NANTUA;01460;1269;82;46.15;5.616667;1.6
248;Napt;NAPT;01580;1270;82;46.2;5.5;1.49
249;Nattages;NATTAGES;01300;1271;82;45.733333;5.766667;2.11
250;Neuville-les-Dames;NEUVILLE LES DAMES;01400;1272;82;46.166667;5;1.17
251;Neuville-sur-Ain;NEUVILLE SUR AIN;01160;1273;82;46.083333;5.366667;1.28
252;Les Neyrolles;LES NEYROLLES;01130;1274;82;46.133333;5.633333;2
253;Nièvroz;NIEVROZ;01120;1276;82;45.833333;5.066667;1.51
254;Nivollet-Montgriffon;NIVOLLET MONTGRIFFON;01230;1277;82;45.983333;5.433333;1.42
255;Ochiaz;OCHIAZ;01200;1278;82;46.116667;5.783333;1.5
256;Oncieu;ONCIEU;01230;1279;82;45.95;5.466667;0.8
257;Ordonnaz;ORDONNAZ;01510;1280;82;45.833333;5.533333;1.89
258;Ornex;ORNEX;01210;1281;82;46.283333;6.1;2.58
259;Outriaz;OUTRIAZ;01430;1282;82;46.066667;5.55;0.83
260;Oyonnax;OYONNAX;01100;1283;82;46.25;5.666667;1.1
261;Ozan;OZAN;01190;1284;82;46.383333;4.916667;1.81
262;Parcieux;PARCIEUX;01600;1285;82;45.916667;4.816667;1.8
263;Parves;PARVES;01300;1286;82;45.75;5.75;2.01
264;Passin;PASSIN;01260;1287;82;45.933333;5.7;1.21
265;Péron;PERON;01630;1288;82;46.2;5.933333;2.01
266;Péronnas;PERONNAS;01960;1289;82;46.183333;5.2;0.6
267;Pérouges;PEROUGES;01800;1290;82;45.9;5.183333;1.11
268;Perrex;PERREX;01540;1291;82;46.233333;4.983333;1.23
269;Le Petit-Abergement;LE PETIT ABERGEMENT;01260;1292;82;46.033333;5.65;1.93
270;Peyriat;PEYRIAT;01430;1293;82;46.15;5.516667;1.35
271;Peyzieux-sur-Saône;PEYZIEUX SUR SAONE;01140;1295;82;46.116667;4.816667;1.8
272;Pirajoux;PIRAJOUX;01270;1296;82;46.383333;5.3;1.81
273;Pizay;PIZAY;01120;1297;82;45.883333;5.083333;1.21
274;Plagne;PLAGNE;01130;1298;82;46.183333;5.733333;1.33
275;Le Plantay;LE PLANTAY;01330;1299;82;46.016667;5.083333;1.35
276;Le Poizat;LE POIZAT;01130;1300;82;46.15;5.7;1.21
277;Polliat;POLLIAT;01310;1301;82;46.25;5.133333;1.01
278;Pollieu;POLLIEU;01350;1302;82;45.8;5.75;1.71
279;Poncin;PONCIN;01450;1303;82;46.083333;5.4;1.51
280;Pont-d'Ain;PONT D AIN;01160;1304;82;46.05;5.333333;0.52
281;Pont-de-Vaux;PONT DE VAUX;01190;1305;82;46.433333;4.933333;2.11
282;Pont-de-Veyle;PONT DE VEYLE;01290;1306;82;46.266667;4.883333;1.57
283;Port;PORT;01460;1307;82;46.166667;5.566667;0.76
284;Pougny;POUGNY;01550;1308;82;46.133333;5.95;2.06
285;Pouillat;POUILLAT;01250;1309;82;46.333333;5.433333;2.18
286;Prémeyzel;PREMEYZEL;01300;1310;82;45.683333;5.65;2.41
287;Prémillieu;PREMILLIEU;01110;1311;82;45.866667;5.566667;1.43
288;Pressiat;PRESSIAT;01370;1312;82;46.333333;5.383333;1.51
289;Prévessin-Moens;PREVESSIN MOENS;01280;1313;82;46.25;6.083333;2.52
290;Priay;PRIAY;01160;1314;82;46;5.283333;1.73
291;Pugieu;PUGIEU;01510;1316;82;45.816667;5.65;1.61
292;Ramasse;RAMASSE;01250;1317;82;46.2;5.35;0.7
293;Rancé;RANCE;01390;1318;82;45.966667;4.866667;1.63
294;Relevant;RELEVANT;01990;1319;82;46.083333;4.95;1.34
295;Replonges;REPLONGES;01620;1320;82;46.3;4.883333;1.57
296;Revonnas;REVONNAS;01250;1321;82;46.166667;5.333333;0.93
297;Reyrieux;REYRIEUX;01600;1322;82;45.933333;4.816667;1.8
298;Reyssouze;REYSSOUZE;01190;1323;82;46.433333;4.916667;2.11
299;Rignat;RIGNAT;01250;1324;82;46.15;5.366667;0.78
300;Rignieux-le-Franc;RIGNIEUX LE FRANC;01800;1325;82;45.933333;5.183333;0.9
301;Romanèche;ROMANECHE;01250;1327;82;46.183333;5.433333;0.76
302;Romans;ROMANS;01400;1328;82;46.116667;5.033333;1.06
303;Rossillon;ROSSILLON;01510;1329;82;45.833333;5.6;1.51
304;Ruffieu;RUFFIEU;01260;1330;82;46;5.666667;1.11
305;Saint-Alban;SAINT ALBAN;01450;1331;82;46.1;5.45;0.48
306;Saint-André-de-Bâgé;SAINT ANDRE DE BAGE;01380;1332;82;46.3;4.916667;1.46
307;Saint-André-de-Corcy;SAINT ANDRE DE CORCY;01390;1333;82;45.916667;4.95;1.34
308;Saint-André-d'Huiriat;SAINT ANDRE D HUIRIAT;01290;1334;82;46.216667;4.916667;1.46
309;Saint-André-le-Bouchoux;SAINT ANDRE LE BOUCHOUX;01240;1335;82;46.116667;5.083333;0.89
310;Saint-André-sur-Vieux-Jonc;SAINT ANDRE SUR VIEUX;01240;1336;82;46.15;5.066667;1.04
311;Saint-Bénigne;SAINT BENIGNE;01190;1337;82;46.433333;4.966667;2.11
312;Saint-Benoît;SAINT BENOIT;01300;1338;82;45.7;5.583333;2.31
313;Saint-Bois;SAINT BOIS;01300;1340;82;45.7;5.633333;2.31
314;Saint-Champ-Chatonod;SAINT CHAMP CHATONOD;01300;1341;82;45.783333;5.733333;1.81
315;Saint-Cyr-sur-Menthon;SAINT CYR SUR MENTHON;01380;1343;82;46.266667;4.983333;1.23
316;Saint-Denis-lès-Bourg;SAINT DENIS LES BOURG;01000;1344;82;46.2;5.2;1
317;Saint-Denis-en-Bugey;SAINT DENIS EN BUGEY;01500;1345;82;45.95;5.333333;0.8
318;Saint-Didier-d'Aussiat;SAINT DIDIER D AUSSIAT;01340;1346;82;46.3;5.066667;1.33
319;Saint-Didier-de-Formans;SAINT DIDIER DE FORMANS;01600;1347;82;45.95;4.783333;1.91
320;Saint-Didier-sur-Chalaronne;SAINT DIDIER SUR CHALARONNE;01140;1348;82;46.166667;4.816667;1.8
321;Saint-Éloi;SAINT ELOI;01800;1349;82;45.933333;5.15;0.9
322;Saint-Étienne-du-Bois;SAINT ETIENNE DU BOIS;01370;1350;82;46.283333;5.283333;1.21
323;Saint-Étienne-sur-Chalaronne;SAINT ETIENNE SUR CHALARONNE;01140;1351;82;46.15;4.866667;1.63
324;Saint-Étienne-sur-Reyssouze;SAINT ETIENNE SUR REYSSOUZE;01190;1352;82;46.4;5;1.91
325;Sainte-Euphémie;SAINTE EUPHEMIE;01600;1353;82;45.966667;4.783333;1.91
326;Saint-Genis-Pouilly;SAINT GENIS POUILLY;01630;1354;82;46.25;6.016667;2.29
327;Saint-Genis-sur-Menthon;SAINT GENIS SUR MENTHON;01380;1355;82;46.283333;5.016667;1.34
328;Saint-Georges-sur-Renon;SAINT GEORGES SUR RENON;01400;1356;82;46.1;5.033333;1.06
329;Saint-Germain-de-Joux;SAINT GERMAIN DE JOUX;01130;1357;82;46.183333;5.733333;1.33
330;Saint-Germain-les-Paroisses;SAINT GERMAIN LES PAROISSES;01300;1358;82;45.766667;5.616667;1.91
331;Saint-Germain-sur-Renon;SAINT GERMAIN SUR RENON;01240;1359;82;46.083333;5.05;1.09
332;Saint-Jean-de-Gonville;SAINT JEAN DE GONVILLE;01630;1360;82;46.216667;5.95;2.06
333;Saint-Jean-de Niost;SAINT JEAN DE NIOST;01800;1361;82;45.833333;5.216667;1.51
334;Saint-Jean-de-Thurigneux;SAINT JEAN DE THURIGNEUX;01390;1362;82;45.95;4.883333;1.57
335;Saint-Jean-sur-Reyssouze;SAINT JEAN SUR REYSSOUZE;01560;1364;82;46.4;5.066667;1.91
336;Saint-Jean-sur-Veyle;SAINT JEAN SUR VEYLE;01290;1365;82;46.25;4.916667;1.46
337;Sainte-Julie;SAINTE JULIE;01150;1366;82;45.883333;5.283333;1.21
338;Saint-Julien-sur-Reyssouze;SAINT JULIEN SUR REYSSOUZE;01560;1367;82;46.4;5.116667;1.91
339;Saint-Julien-sur-Veyle;SAINT JULIEN SUR VEYLE;01540;1368;82;46.2;4.95;1.35
340;Saint-Laurent-sur-Saône;SAINT LAURENT SUR SAONE;01620;1370;82;46.3;4.833333;1.74
341;Saint-Martin-de-Bavel;SAINT MARTIN DE BAVEL;01510;1372;82;45.85;5.683333;1.41
342;Saint-Martin-du-Frêne;SAINT MARTIN DU FRENE;01430;1373;82;46.133333;5.55;0.83
343;Saint-Martin-du-Mont;SAINT MARTIN DU MONT;01160;1374;82;46.1;5.333333;0.94
